id,species1,species2,species3,species4,species5,species6,species7,species8,species9,species10
sample_39,0.978093579,0.021244026,0.000662395,0,0,0,0,0,0,0
sample_40,0.953493221,0.045536642,0.000970137,0,0,0,0,0,0,0
sample_41,0.009927326,3.21E-05,0.990040547,0,0,0,0,0,0,0
sample_42,0.010014777,0.989985132,9.08E-08,0,0,0,0,0,0,0
sample_43,0.058975034,0.941024018,9.48E-07,0,0,0,0,0,0,0
sample_44,0.997073522,0.002500656,0.000425822,0,0,0,0,0,0,0
sample_45,0.000996009,6.27E-06,0.998997726,0,0,0,0,0,0,0
sample_46,0.000363588,0.999636407,4.33E-09,0,0,0,0,0,0,0
sample_47,0.983702661,0.000754583,0.015542756,0,0,0,0,0,0,0
sample_48,0.000950149,0.999049842,9.57E-09,0,0,0,0,0,0,0
sample_49,0.014277306,0.985722585,1.09E-07,0,0,0,0,0,0,0
sample_50,0.000773937,0.999226058,5.76E-09,0,0,0,0,0,0,0
sample_51,0.001088726,1.03E-05,0.998900955,0,0,0,0,0,0,0
sample_52,0.965400713,0.033958415,0.000640872,0,0,0,0,0,0,0
sample_53,0.034079152,0.965920574,2.74E-07,0,0,0,0,0,0,0
sample_54,0.04084498,0.959153581,1.44E-06,0,0,0,0,0,0,0
sample_55,0.809674651,0.189829009,0.000496341,0,0,0,0,0,0,0
sample_56,0.548502067,0.451475274,2.27E-05,0,0,0,0,0,0,0
sample_57,0.944864377,0.055077409,5.82E-05,0,0,0,0,0,0,0
sample_58,0.022082232,0.977917655,1.13E-07,0,0,0,0,0,0,0
sample_59,0.022646733,0.977352649,6.18E-07,0,0,0,0,0,0,0
sample_60,0.526386077,0.473572745,4.12E-05,0,0,0,0,0,0,0
sample_61,0.013916679,0.986082742,5.79E-07,0,0,0,0,0,0,0
sample_62,0.020073119,0.979926774,1.07E-07,0,0,0,0,0,0,0
sample_63,0.948900332,0.051065934,3.37E-05,0,0,0,0,0,0,0
sample_64,0.000652398,0.999347597,5.11E-09,0,0,0,0,0,0,0
sample_65,0.004326639,8.86E-06,0.995664497,0,0,0,0,0,0,0
sample_66,0.550788498,0.449207486,4.02E-06,0,0,0,0,0,0,0
sample_67,0.130676945,0.86931863,4.43E-06,0,0,0,0,0,0,0
sample_68,0.592290536,0.40736432,0.000345144,0,0,0,0,0,0,0
sample_69,0.000479939,0.999520058,3.01E-09,0,0,0,0,0,0,0
sample_70,0.52359097,0.476405655,3.38E-06,0,0,0,0,0,0,0
sample_71,0.997221468,0.002129793,0.000648739,0,0,0,0,0,0,0
sample_72,0.82406134,0.014821904,0.161116756,0,0,0,0,0,0,0
sample_73,0.75017747,0.249802909,1.96E-05,0,0,0,0,0,0,0
sample_74,0.936688959,0.063279753,3.13E-05,0,0,0,0,0,0,0
sample_75,0.010108002,0.989891952,4.65E-08,0,0,0,0,0,0,0
sample_76,0.705434388,0.294398909,0.000166702,0,0,0,0,0,0,0
sample_77,0.973040762,0.009355548,0.01760369,0,0,0,0,0,0,0
sample_78,0.979102462,0.0010135,0.019884038,0,0,0,0,0,0,0
sample_79,0.00035451,0.999645487,2.78E-09,0,0,0,0,0,0,0
sample_80,0.000210832,0.999789167,1.56E-09,0,0,0,0,0,0,0
sample_81,0.067471777,0.000937074,0.931591149,0,0,0,0,0,0,0
sample_82,0.000446331,0.999553663,6.72E-09,0,0,0,0,0,0,0
sample_83,0.000209212,0.999790786,2.17E-09,0,0,0,0,0,0,0
sample_84,0.004439354,7.13E-06,0.995553514,0,0,0,0,0,0,0
sample_85,0.993542511,0.001390755,0.005066734,0,0,0,0,0,0,0
sample_86,0.989752789,0.009183559,0.001063652,0,0,0,0,0,0,0
sample_87,0.010460997,0.989538599,4.04E-07,0,0,0,0,0,0,0
sample_88,0.995273663,0.004428733,0.000297605,0,0,0,0,0,0,0
sample_89,0.041021815,0.958977335,8.50E-07,0,0,0,0,0,0,0
sample_90,0.120099667,0.000296311,0.879604022,0,0,0,0,0,0,0
sample_91,0.011551594,0.988448354,5.22E-08,0,0,0,0,0,0,0
sample_92,0.001139984,6.77E-06,0.998853247,0,0,0,0,0,0,0
sample_93,0.00058565,0.999414346,3.37E-09,0,0,0,0,0,0,0
sample_94,0.043099755,0.956899596,6.50E-07,0,0,0,0,0,0,0
sample_95,0.932632867,0.06735312,1.40E-05,0,0,0,0,0,0,0
sample_96,0.810805686,0.000720358,0.188473956,0,0,0,0,0,0,0
sample_97,0.817321228,0.18263407,4.47E-05,0,0,0,0,0,0,0
sample_98,0.001144666,1.10E-05,0.998844351,0,0,0,0,0,0,0
sample_99,0.997788139,0.00113975,0.001072111,0,0,0,0,0,0,0
sample_100,0.016035954,0.983963869,1.77E-07,0,0,0,0,0,0,0
sample_101,0.000204281,0.999795717,1.47E-09,0,0,0,0,0,0,0
sample_102,0.02233037,2.72E-05,0.977642419,0,0,0,0,0,0,0
sample_103,0.015987024,0.984012903,7.33E-08,0,0,0,0,0,0,0
sample_104,0.001288069,0.998711925,6.58E-09,0,0,0,0,0,0,0
sample_105,0.000792548,0.99920744,1.16E-08,0,0,0,0,0,0,0
sample_106,0.090333071,0.000280548,0.909386381,0,0,0,0,0,0,0
sample_107,0.004742189,2.59E-05,0.995231891,0,0,0,0,0,0,0
sample_108,0.681643897,0.000398929,0.317957174,0,0,0,0,0,0,0
sample_109,0.000702957,0.999297036,7.46E-09,0,0,0,0,0,0,0
sample_110,0.952594281,0.043904671,0.003501049,0,0,0,0,0,0,0
sample_111,0.001376681,1.37E-05,0.99860966,0,0,0,0,0,0,0
sample_112,0.0270874,0.972910944,1.66E-06,0,0,0,0,0,0,0
sample_113,0.971301279,0.02661844,0.00208028,0,0,0,0,0,0,0
sample_114,0.002972263,2.78E-05,0.996999949,0,0,0,0,0,0,0
sample_115,0.005857127,0.994142804,6.94E-08,0,0,0,0,0,0,0
sample_116,0.000850301,4.63E-06,0.999145069,0,0,0,0,0,0,0
sample_117,0.630587185,0.369407718,5.10E-06,0,0,0,0,0,0,0
sample_118,0.00018297,0.999817029,1.40E-09,0,0,0,0,0,0,0
sample_119,0.991253091,0.008225712,0.000521197,0,0,0,0,0,0,0
sample_120,0.944206131,0.053020132,0.002773737,0,0,0,0,0,0,0
sample_121,0.008873073,0.991126602,3.25E-07,0,0,0,0,0,0,0
sample_122,0.001878869,0.998121119,1.20E-08,0,0,0,0,0,0,0
sample_123,0.001647527,0.998352465,8.21E-09,0,0,0,0,0,0,0
sample_124,0.001706654,0.998293338,8.72E-09,0,0,0,0,0,0,0
sample_125,0.00653814,1.51E-05,0.993446769,0,0,0,0,0,0,0
sample_126,0.868527567,0.001777941,0.129694492,0,0,0,0,0,0,0
sample_127,0.016905752,0.983093731,5.17E-07,0,0,0,0,0,0,0
sample_128,0.838298153,0.161304979,0.000396868,0,0,0,0,0,0,0
sample_129,0.000163217,0.999836781,1.45E-09,0,0,0,0,0,0,0
sample_130,0.306123685,0.000491873,0.693384442,0,0,0,0,0,0,0
sample_131,0.010227508,0.989772445,4.71E-08,0,0,0,0,0,0,0
sample_132,0.003973888,6.56E-06,0.996019557,0,0,0,0,0,0,0
sample_133,0.010432293,3.41E-05,0.989533617,0,0,0,0,0,0,0
sample_134,0.989583064,0.010320285,9.67E-05,0,0,0,0,0,0,0
sample_135,0.002359931,4.86E-06,0.997635211,0,0,0,0,0,0,0
sample_136,0.959864629,0.036942412,0.003192959,0,0,0,0,0,0,0
sample_137,0.000865278,5.31E-06,0.999129416,0,0,0,0,0,0,0
sample_138,0.000301898,0.999698099,2.05E-09,0,0,0,0,0,0,0
sample_139,0.000159019,0.99984098,1.29E-09,0,0,0,0,0,0,0
sample_140,0.003041855,6.37E-06,0.996951772,0,0,0,0,0,0,0
sample_141,0.054159968,0.945839416,6.16E-07,0,0,0,0,0,0,0
sample_142,0.038701331,0.961297863,8.07E-07,0,0,0,0,0,0,0
sample_143,0.00238933,0.997610655,1.51E-08,0,0,0,0,0,0,0
sample_144,0.033228631,0.000290132,0.966481238,0,0,0,0,0,0,0
sample_145,0.998223379,0.001250142,0.000526479,0,0,0,0,0,0,0
sample_146,0.570792374,0.429203905,3.72E-06,0,0,0,0,0,0,0
sample_147,0.777176685,0.222061198,0.000762117,0,0,0,0,0,0,0
sample_148,0.996265761,0.00329489,0.000439349,0,0,0,0,0,0,0
sample_149,0.51681705,0.483178362,4.59E-06,0,0,0,0,0,0,0
sample_150,0.997696641,0.001077899,0.001225461,0,0,0,0,0,0,0
sample_151,0.989035773,0.01073458,0.000229646,0,0,0,0,0,0,0
sample_152,0.001478303,4.09E-06,0.998517606,0,0,0,0,0,0,0
sample_153,0.269068016,0.730930398,1.59E-06,0,0,0,0,0,0,0
sample_154,0.014882039,2.21E-05,0.985095825,0,0,0,0,0,0,0
sample_155,0.372100745,0.002060241,0.625839013,0,0,0,0,0,0,0
sample_156,0.08822605,0.000167489,0.911606461,0,0,0,0,0,0,0
sample_157,0.001009884,8.31E-06,0.99898181,0,0,0,0,0,0,0
sample_158,0.008548447,2.16E-05,0.991429952,0,0,0,0,0,0,0
sample_159,0.000263819,0.999736179,1.79E-09,0,0,0,0,0,0,0
sample_160,0.990842158,0.006746655,0.002411186,0,0,0,0,0,0,0
sample_161,0.032625232,0.967374386,3.82E-07,0,0,0,0,0,0,0
sample_162,0.00051135,0.999488641,8.48E-09,0,0,0,0,0,0,0
sample_163,0.98998887,0.009665319,0.000345811,0,0,0,0,0,0,0
sample_164,0.00018727,0.999812729,1.40E-09,0,0,0,0,0,0,0
sample_165,0.002386037,1.27E-05,0.997601257,0,0,0,0,0,0,0
sample_166,0.996950484,0.001306482,0.001743034,0,0,0,0,0,0,0
sample_167,0.000961112,4.11E-06,0.999034778,0,0,0,0,0,0,0
sample_168,0.184200302,0.81579875,9.48E-07,0,0,0,0,0,0,0
sample_169,0.031700247,0.968299384,3.69E-07,0,0,0,0,0,0,0
sample_170,0.003346381,0.9966536,1.89E-08,0,0,0,0,0,0,0
sample_171,0.009106713,2.60E-05,0.990867249,0,0,0,0,0,0,0
sample_172,0.932372072,0.062841645,0.004786282,0,0,0,0,0,0,0
sample_173,0.008562442,1.41E-05,0.991423495,0,0,0,0,0,0,0
sample_174,0.018828145,2.00E-05,0.981151869,0,0,0,0,0,0,0
sample_175,0.000159609,0.999840389,2.02E-09,0,0,0,0,0,0,0
sample_176,0.000215922,0.999784076,2.03E-09,0,0,0,0,0,0,0
sample_177,0.148838657,0.001950938,0.849210406,0,0,0,0,0,0,0
sample_178,0.007117745,0.992882146,1.09E-07,0,0,0,0,0,0,0
sample_179,0.000884891,3.49E-06,0.999111619,0,0,0,0,0,0,0
sample_180,0.0002327,0.999767299,1.62E-09,0,0,0,0,0,0,0
sample_181,0.001203221,0.998796762,1.66E-08,0,0,0,0,0,0,0
sample_182,0.000370757,0.99962924,2.93E-09,0,0,0,0,0,0,0
sample_183,0.984236944,0.000931049,0.014832007,0,0,0,0,0,0,0
sample_184,0.043513152,0.956486168,6.80E-07,0,0,0,0,0,0,0
sample_185,0.991831926,0.002938302,0.005229772,0,0,0,0,0,0,0
sample_186,0.000234167,0.999765831,1.63E-09,0,0,0,0,0,0,0
sample_187,0.073157418,0.926841539,1.04E-06,0,0,0,0,0,0,0
sample_188,0.998257815,0.001409735,0.00033245,0,0,0,0,0,0,0
sample_189,0.055711076,5.46E-05,0.944234338,0,0,0,0,0,0,0
sample_190,0.013888826,0.986110481,6.93E-07,0,0,0,0,0,0,0
sample_191,0.309139158,0.690842037,1.88E-05,0,0,0,0,0,0,0
sample_192,0.985987705,0.010311771,0.003700525,0,0,0,0,0,0,0
sample_193,0.255159122,0.000218261,0.744622617,0,0,0,0,0,0,0
sample_194,0.001245115,0.998754867,1.76E-08,0,0,0,0,0,0,0
sample_195,0.821828083,0.178162211,9.71E-06,0,0,0,0,0,0,0
sample_196,0.793618843,0.206332743,4.84E-05,0,0,0,0,0,0,0
sample_197,0.661486087,0.338494622,1.93E-05,0,0,0,0,0,0,0
sample_198,0.00086715,0.999132845,5.14E-09,0,0,0,0,0,0,0
sample_199,0.822111169,0.024598437,0.153290394,0,0,0,0,0,0,0
sample_200,0.001189206,0.998810787,7.61E-09,0,0,0,0,0,0,0
sample_201,0.996013891,0.003795364,0.000190745,0,0,0,0,0,0,0
sample_202,0.484492267,0.515472391,3.53E-05,0,0,0,0,0,0,0
sample_203,0.988004361,0.01182177,0.000173869,0,0,0,0,0,0,0
sample_204,0.233345885,0.000522031,0.766132084,0,0,0,0,0,0,0
sample_205,0.002629052,0.997370908,4.05E-08,0,0,0,0,0,0,0
sample_206,0.912574246,0.087212025,0.000213729,0,0,0,0,0,0,0
sample_207,0.003331093,1.95E-05,0.996649392,0,0,0,0,0,0,0
sample_208,0.002716794,0.997283192,1.32E-08,0,0,0,0,0,0,0
sample_209,0.989272992,0.00096489,0.009762118,0,0,0,0,0,0,0
sample_210,0.110886506,0.889105034,8.46E-06,0,0,0,0,0,0,0
sample_211,0.963512991,0.036159326,0.000327682,0,0,0,0,0,0,0
sample_212,0.983853504,0.016104941,4.16E-05,0,0,0,0,0,0,0
sample_213,0.205521368,0.000698117,0.793780515,0,0,0,0,0,0,0
sample_214,0.656020456,0.343962371,1.72E-05,0,0,0,0,0,0,0
sample_215,0.012894709,0.000130501,0.986974789,0,0,0,0,0,0,0
sample_216,0.019983204,2.17E-05,0.979995082,0,0,0,0,0,0,0
sample_217,0.000578974,0.999421019,7.35E-09,0,0,0,0,0,0,0
sample_218,0.001640428,0.998359561,1.06E-08,0,0,0,0,0,0,0
sample_219,0.000885322,6.13E-06,0.999108549,0,0,0,0,0,0,0
sample_220,0.006464825,0.993535143,3.26E-08,0,0,0,0,0,0,0
sample_221,0.000327608,0.999672388,3.76E-09,0,0,0,0,0,0,0
sample_222,0.023412196,0.97658737,4.34E-07,0,0,0,0,0,0,0
sample_223,0.002409545,0.997590425,3.02E-08,0,0,0,0,0,0,0
sample_224,0.000229348,0.99977065,2.51E-09,0,0,0,0,0,0,0
sample_225,0.001957489,0.998042494,1.72E-08,0,0,0,0,0,0,0
sample_226,0.947971193,0.052010418,1.84E-05,0,0,0,0,0,0,0
sample_227,0.98372861,0.015552824,0.000718566,0,0,0,0,0,0,0
sample_228,0.129081459,0.000119146,0.870799395,0,0,0,0,0,0,0
sample_229,0.001269054,5.51E-06,0.998725436,0,0,0,0,0,0,0
sample_230,0.000264154,0.999735845,1.79E-09,0,0,0,0,0,0,0
sample_231,0.992494845,0.007296286,0.000208869,0,0,0,0,0,0,0
sample_232,0.857583791,0.001623977,0.140792232,0,0,0,0,0,0,0
sample_233,0.000575619,0.999424377,3.90E-09,0,0,0,0,0,0,0
sample_234,0.948650101,0.010212702,0.041137197,0,0,0,0,0,0,0
sample_235,0.02832812,2.69E-05,0.971645008,0,0,0,0,0,0,0
sample_236,0.996455445,0.001378441,0.002166114,0,0,0,0,0,0,0
sample_237,0.011277445,2.80E-05,0.988694563,0,0,0,0,0,0,0
sample_238,0.000892928,0.999107064,8.28E-09,0,0,0,0,0,0,0
sample_239,0.689702537,0.310171647,0.000125815,0,0,0,0,0,0,0
sample_240,0.067494143,0.000868768,0.931637089,0,0,0,0,0,0,0
sample_241,0.982646064,0.003369627,0.01398431,0,0,0,0,0,0,0
sample_242,0.476810052,0.001344437,0.521845511,0,0,0,0,0,0,0
sample_243,0.488948721,0.511047975,3.30E-06,0,0,0,0,0,0,0
sample_244,0.068212902,0.931786758,3.40E-07,0,0,0,0,0,0,0
sample_245,0.025913905,2.54E-05,0.974060742,0,0,0,0,0,0,0
sample_246,0.00774748,0.992252473,4.74E-08,0,0,0,0,0,0,0
sample_247,0.031147765,0.968852095,1.40E-07,0,0,0,0,0,0,0
sample_248,0.988994901,0.010971767,3.33E-05,0,0,0,0,0,0,0
sample_249,0.338178841,0.001836225,0.659984934,0,0,0,0,0,0,0
sample_250,0.984703753,0.015148495,0.000147752,0,0,0,0,0,0,0
sample_251,0.651236364,0.348752744,1.09E-05,0,0,0,0,0,0,0
sample_252,0.002891833,0.997108108,5.91E-08,0,0,0,0,0,0,0
sample_253,0.006717646,0.993282309,4.45E-08,0,0,0,0,0,0,0
sample_254,0.000471975,0.999528018,7.33E-09,0,0,0,0,0,0,0
sample_255,0.007936459,1.10E-05,0.992052525,0,0,0,0,0,0,0
sample_256,0.124158096,0.875835804,6.10E-06,0,0,0,0,0,0,0
sample_257,0.027232835,2.61E-05,0.972741086,0,0,0,0,0,0,0
sample_258,0.240282239,0.000714552,0.759003209,0,0,0,0,0,0,0
sample_259,0.097735723,0.902263779,4.98E-07,0,0,0,0,0,0,0
sample_260,0.044771176,0.955225669,3.16E-06,0,0,0,0,0,0,0
sample_261,0.997738104,0.000758179,0.001503717,0,0,0,0,0,0,0
sample_262,0.001151766,4.05E-06,0.99884418,0,0,0,0,0,0,0
sample_263,0.915444345,0.084492129,6.35E-05,0,0,0,0,0,0,0
sample_264,0.000879007,3.49E-06,0.999117502,0,0,0,0,0,0,0
sample_265,0.970393996,0.025662381,0.003943623,0,0,0,0,0,0,0
sample_266,0.000155672,0.999844326,1.85E-09,0,0,0,0,0,0,0
sample_267,0.001979611,0.99802037,1.87E-08,0,0,0,0,0,0,0
sample_268,0.778712691,0.220467972,0.000819337,0,0,0,0,0,0,0
sample_269,0.000807166,4.85E-06,0.999187979,0,0,0,0,0,0,0
sample_270,0.008185405,3.12E-05,0.991783422,0,0,0,0,0,0,0
sample_271,0.97265436,0.027203014,0.000142626,0,0,0,0,0,0,0
sample_272,0.007999673,8.22E-05,0.991918133,0,0,0,0,0,0,0
sample_273,0.186976272,0.000649623,0.812374105,0,0,0,0,0,0,0
sample_274,0.925811423,0.000991658,0.073196919,0,0,0,0,0,0,0
sample_275,0.897303424,0.102606613,9.00E-05,0,0,0,0,0,0,0
sample_276,0.964214125,0.035464137,0.000321738,0,0,0,0,0,0,0
sample_277,0.005217724,0.994782231,4.57E-08,0,0,0,0,0,0,0
sample_278,0.000165359,0.999834639,1.41E-09,0,0,0,0,0,0,0
sample_279,0.000134842,0.999865157,1.39E-09,0,0,0,0,0,0,0
sample_280,0.94523573,0.051039953,0.003724317,0,0,0,0,0,0,0
sample_281,0.002920592,0.997079394,1.45E-08,0,0,0,0,0,0,0
sample_282,0.001716199,4.88E-06,0.998278923,0,0,0,0,0,0,0
sample_283,0.00055973,0.99944026,9.26E-09,0,0,0,0,0,0,0
sample_284,0.297801593,0.702190745,7.66E-06,0,0,0,0,0,0,0
sample_285,0.375769275,0.001074228,0.623156497,0,0,0,0,0,0,0
sample_286,0.040475504,6.14E-05,0.959463079,0,0,0,0,0,0,0
sample_287,0.025265425,0.974734382,1.93E-07,0,0,0,0,0,0,0
sample_288,0.972023039,0.0273641,0.000612861,0,0,0,0,0,0,0
sample_289,0.000113609,0.99988639,1.15E-09,0,0,0,0,0,0,0
sample_290,0.94892741,0.050871595,0.000200996,0,0,0,0,0,0,0
sample_291,0.000371064,0.999628934,2.51E-09,0,0,0,0,0,0,0
sample_292,0.012888489,0.987110975,5.36E-07,0,0,0,0,0,0,0
sample_293,0.113517428,0.886478749,3.82E-06,0,0,0,0,0,0,0
sample_294,0.984196577,0.00065275,0.015150673,0,0,0,0,0,0,0
sample_295,0.000212996,0.999787002,2.08E-09,0,0,0,0,0,0,0
sample_296,0.001018518,0.998981471,1.08E-08,0,0,0,0,0,0,0
sample_297,0.996094572,0.001892174,0.002013254,0,0,0,0,0,0,0
sample_298,0.002105156,1.32E-05,0.997881691,0,0,0,0,0,0,0
sample_299,0.001219801,9.85E-06,0.99877035,0,0,0,0,0,0,0
sample_300,0.167055743,0.000294707,0.83264955,0,0,0,0,0,0,0
sample_301,0.99824323,0.001323008,0.000433762,0,0,0,0,0,0,0
sample_302,0.001993592,4.75E-06,0.998001656,0,0,0,0,0,0,0
sample_303,0.974425923,0.000576084,0.024997992,0,0,0,0,0,0,0
sample_304,0.009644925,1.67E-05,0.990338358,0,0,0,0,0,0,0
sample_305,0.804438738,0.194764892,0.000796369,0,0,0,0,0,0,0
sample_306,0.000431489,0.999568508,2.99E-09,0,0,0,0,0,0,0
sample_307,0.987853246,0.010840178,0.001306576,0,0,0,0,0,0,0
sample_308,0.997142602,0.002352544,0.000504854,0,0,0,0,0,0,0
sample_309,0.000113681,0.999886318,1.04E-09,0,0,0,0,0,0,0
sample_310,0.000747145,0.999252846,9.13E-09,0,0,0,0,0,0,0
sample_311,0.951904688,0.000604432,0.04749088,0,0,0,0,0,0,0
sample_312,0.015159708,0.984840197,9.51E-08,0,0,0,0,0,0,0
sample_313,0.001398415,0.998601578,7.40E-09,0,0,0,0,0,0,0
sample_314,0.073111233,0.926886053,2.71E-06,0,0,0,0,0,0,0
sample_315,0.104420787,0.000115961,0.895463252,0,0,0,0,0,0,0
sample_316,0.001105446,6.43E-06,0.998888124,0,0,0,0,0,0,0
sample_317,0.001228376,8.03E-06,0.998763596,0,0,0,0,0,0,0
sample_318,0.00518216,3.57E-05,0.994782183,0,0,0,0,0,0,0
sample_319,0.001219959,1.03E-05,0.998769739,0,0,0,0,0,0,0
sample_320,0.997468177,0.000820076,0.001711747,0,0,0,0,0,0,0
sample_321,0.000773845,0.999226146,9.61E-09,0,0,0,0,0,0,0
sample_322,0.001644289,8.24E-06,0.99834747,0,0,0,0,0,0,0
sample_323,0.051278653,4.25E-05,0.948678846,0,0,0,0,0,0,0
sample_324,0.053770051,4.62E-05,0.946183731,0,0,0,0,0,0,0
sample_325,0.000566014,0.999433976,9.71E-09,0,0,0,0,0,0,0
sample_326,0.003030757,5.56E-06,0.996963684,0,0,0,0,0,0,0
sample_327,0.003670054,0.996329929,1.73E-08,0,0,0,0,0,0,0
sample_328,0.006421554,9.02E-06,0.993569421,0,0,0,0,0,0,0
sample_329,0.004005872,0.995994079,4.88E-08,0,0,0,0,0,0,0
sample_330,0.024351551,8.46E-05,0.975563807,0,0,0,0,0,0,0
sample_331,0.987959405,0.011603155,0.00043744,0,0,0,0,0,0,0
sample_332,0.081376888,0.91862273,3.81E-07,0,0,0,0,0,0,0
sample_333,0.858206504,0.002878585,0.138914911,0,0,0,0,0,0,0
sample_334,0.160485438,0.000873824,0.838640738,0,0,0,0,0,0,0
sample_335,0.000293311,0.999706687,2.49E-09,0,0,0,0,0,0,0
sample_336,0.003667989,8.77E-06,0.996323243,0,0,0,0,0,0,0
sample_337,0.002900747,1.01E-05,0.99708914,0,0,0,0,0,0,0
sample_338,0.000701462,0.999298534,3.94E-09,0,0,0,0,0,0,0
sample_339,0.000797101,4.48E-06,0.999198419,0,0,0,0,0,0,0
sample_340,0.002438176,5.08E-06,0.99755674,0,0,0,0,0,0,0
sample_341,0.009554235,1.24E-05,0.99043338,0,0,0,0,0,0,0
sample_342,0.030405016,2.83E-05,0.969566684,0,0,0,0,0,0,0
sample_343,0.490834372,0.509162593,3.03E-06,0,0,0,0,0,0,0
sample_344,0.992609587,0.005266569,0.002123844,0,0,0,0,0,0,0
sample_345,0.884239618,0.112419355,0.003341027,0,0,0,0,0,0,0
sample_346,0.003808342,0.996191593,6.46E-08,0,0,0,0,0,0,0
sample_347,0.545582212,0.001082135,0.453335653,0,0,0,0,0,0,0
sample_348,0.10873076,0.89126028,8.96E-06,0,0,0,0,0,0,0
sample_349,0.000642252,0.99935774,7.32E-09,0,0,0,0,0,0,0
sample_350,0.001135975,3.52E-06,0.998860506,0,0,0,0,0,0,0
sample_351,0.348217504,0.000225569,0.651556927,0,0,0,0,0,0,0
sample_352,0.00065716,0.999342833,7.73E-09,0,0,0,0,0,0,0
sample_353,0.002242813,0.99775717,1.70E-08,0,0,0,0,0,0,0
sample_354,0.760824,0.239091216,8.48E-05,0,0,0,0,0,0,0
sample_355,0.993288077,0.006247485,0.000464439,0,0,0,0,0,0,0
sample_356,0.989093345,0.010259573,0.000647082,0,0,0,0,0,0,0
sample_357,0.87257981,0.127389042,3.11E-05,0,0,0,0,0,0,0
sample_358,0.004326722,7.24E-06,0.99566604,0,0,0,0,0,0,0
sample_359,0.001383579,0.998616414,7.52E-09,0,0,0,0,0,0,0
sample_360,0.981516166,0.000809932,0.017673902,0,0,0,0,0,0,0
sample_361,0.003397648,0.996602304,4.81E-08,0,0,0,0,0,0,0
sample_362,0.05498589,0.945011951,2.16E-06,0,0,0,0,0,0,0
sample_363,0.946072088,0.053792576,0.000135336,0,0,0,0,0,0,0
sample_364,0.986035451,0.013859814,0.000104735,0,0,0,0,0,0,0
sample_365,0.002544832,0.997455155,1.32E-08,0,0,0,0,0,0,0
sample_366,0.958671347,0.041277065,5.16E-05,0,0,0,0,0,0,0
sample_367,0.967326963,0.032606478,6.66E-05,0,0,0,0,0,0,0
sample_368,0.063465114,0.936534572,3.14E-07,0,0,0,0,0,0,0
sample_369,0.014242004,6.70E-05,0.985690991,0,0,0,0,0,0,0
