Id,SalePrice
149,184323.173628012
150,164418.817754306
151,184679.322373971
152,163203.844392614
153,207315.304086441
154,142375.787637313
155,118262.368589495
156,182657.359925999
157,169885.176657217
158,181164.505357709
159,195479.022174778
160,152580.769946933
161,190309.142674665
162,198417.939215403
163,134523.252815375
164,91505.8202979082
165,235124.572924582
166,149522.87494023
167,194375.808818559
168,228610.078499141
169,193701.173408442
170,140257.045681203
171,184327.56303723
172,149387.019032153
173,217585.57834594
174,173490.856214814
175,181334.453924071
176,180762.673398848
177,165359.834854805
178,207444.867969154
179,223219.566106954
180,164037.6033361
181,198897.291609314
182,151442.758833485
183,223247.985436748
184,117410.472309884
185,88392.3352895297
186,165958.576176095
187,136363.527130515
188,180277.837751116
189,126588.705380399
190,174908.315526818
191,113781.166076336
192,201539.984874564
193,177663.999099403
194,154619.472557054
195,244431.445428388
196,205174.692278661
197,230434.827570647
198,148778.988900457
199,145170.260214667
200,227232.496385091
201,146127.301429295
202,197225.186044358
203,268878.35044397
204,256235.688556942
205,140533.963859039
206,186102.011553141
207,121532.002254758
208,253208.278190352
209,158977.53642077
210,204881.378449686
211,217753.860227151
212,90350.1822709953
213,228958.88118525
214,117071.222948565
215,138236.316036827
216,189313.664873262
217,161932.603230778
218,125778.520037673
219,162529.582995098
220,162726.259942499
221,130968.526656309
222,152368.849417313
223,164568.53533241
224,130180.590185114
225,129214.942367882
226,115615.664945946
227,251800.246487943
228,205745.219618695
229,142382.209233273
230,157498.254630687
231,139736.013572474
232,150403.901093482
233,173462.115941768
234,201973.229529917
235,172304.546320126
236,139793.417978361
237,154591.019807633
238,158762.230515774
239,169223.953934154
240,170897.673993493
241,159480.043592924
242,218176.381895247
243,146698.618590773
244,217279.783067884
245,154319.302114485
246,190682.773549219
247,218123.721582122
248,184861.067510871
249,188716.634881108
250,139428.219740272
251,245310.55020087
252,167005.615248772
253,229284.077532723
254,118697.805070385
255,182184.098094724
256,190753.509109556
257,197132.322392245
258,181032.286965825
259,146502.506412716
260,173454.088293435
261,144682.696205004
262,164798.585655193
263,156531.945722191
264,160648.225371836
265,127106.874383211
266,123614.760069558
267,159062.026167299
268,119964.843818165
269,154441.179715215
270,137791.100241063
271,140006.549967803
272,249217.472207668
273,130815.268712088
274,222686.310982432
275,146143.345789081
276,138146.603983198
277,135822.399750436
278,210129.741234121
279,115709.127524163
280,115881.63011145
281,169285.393914409
282,164306.607481931
283,163677.212243346
284,155453.685679487
285,134922.060797112
286,176696.804165734
287,199695.507648542
288,236636.595192155
289,186615.425695686
290,175140.275300578
291,207160.890768694
292,182598.403706935
293,140184.836982004
294,166722.410603004
295,227347.920271079
296,166708.996943063
297,142185.772702708
298,158830.748438049
299,150488.191376098
300,189439.266433425
301,138134.550830308
302,164960.1199357
303,207554.04488551
304,164511.98446773
305,218640.04512304
306,175376.381176191
307,165502.950961829
308,172638.939191562
309,198246.816205466
310,197959.027836695
311,144692.810036954
312,191847.11342448
313,120386.854338486
314,185759.289000067
315,219925.59995765
316,157474.035715716
317,212361.456692412
318,151346.936461187
319,108572.0031768
320,185801.507078301
321,115307.49296854
322,167765.815625171
323,133194.891841109
324,177881.116220521
325,219219.158023112
326,207857.536406641
327,254491.531274711
328,185843.048814296
329,137611.571392448
330,148768.30215292
331,164082.127161334
332,163930.48566318
333,199263.318103619
334,192428.414392037
335,214443.849510362
336,148334.698203456
337,177963.723667345
338,189797.410662859
339,150802.462504108
340,213691.409847926
341,199002.58751592
342,167504.691169302
343,172446.127100067
344,172064.764099221
345,141538.585259208
346,198189.259552356
347,133294.786756842
348,128403.656901084
349,183902.720085505
350,228411.186211038
351,221237.686315948
352,147694.634641253
353,173059.422667638
354,186140.87668713
355,122293.321837492
356,165908.490091438
357,106501.475279862
358,210207.732025029
359,259577.159632074
360,155905.962987092
361,204214.325930466
362,229710.012228904
363,90846.5153154347
364,141070.670247956
365,174626.498860146
366,163976.815765373
367,203851.118614257
368,179819.674069848
369,199025.381909587
370,190392.031793358
371,163705.860819359
372,166232.072404204
373,93432.0733430626
374,125295.579551746
375,163399.991538495
376,197430.461781063
377,244271.422707999
378,168939.458874314
379,225252.892429996
380,155008.46986963
381,171010.24944768
382,142599.027025569
383,162725.648150685
384,117052.84724921
385,192767.144102845
386,209699.02923542
387,180500.866340765
388,133913.757562334
389,135544.602731035
390,132819.035641612
391,175930.712920935
392,180691.001001784
393,144659.152384344
394,150454.381927268
395,167952.291926953
396,201453.85902491
397,142572.816703657
398,151066.787489248
399,143239.022788095
400,171250.278613189
401,175780.85217887
402,142606.111980014
403,140313.024793452
404,202833.374853472
405,145262.728103934
406,211740.785629814
407,173796.503450043
408,119614.986020019
409,195726.451790073
410,151737.948890886
411,161453.039930954
412,166821.224006032
413,149548.080239317
414,187911.439324779
415,187049.808916511
416,121190.277013331
417,78096.4123043228
418,204059.272002347
419,119215.593393492
420,151408.362082555
421,230152.127644727
422,177987.567358854
423,213804.751895146
424,198010.856536147
425,145405.247849484
426,249703.363328684
427,221906.214783189
428,146108.473701539
429,117227.508076366
430,175391.740360722
431,179228.330699872
432,184547.696259739
433,152725.893128777
434,213620.604222888
435,156220.313895424
436,175956.512124748
437,131145.748157601
438,154193.111094049
439,116163.770101463
440,193177.917505414
441,173019.988618371
442,210032.885249944
443,127403.138980988
444,181017.968310703
445,203415.710203099
446,93415.7711960109
447,176892.175207472
448,159040.270716267
449,115434.454464913
450,227445.781916019
451,158831.402471042
452,125570.137649381
453,164405.144270127
454,209541.829154324
455,137499.596717893
456,142622.216043056
457,187884.12503781
458,163907.647641141
459,198746.371384473
460,150899.654476888
461,180142.016788781
462,227762.375022335
463,187073.178635836
464,202775.165914352
465,126843.464267535
466,185516.633808316
467,205546.337159566
468,171154.614408058
469,120192.996059211
470,105796.371193149
471,132440.227049421
472,192122.356980468
473,158933.428157864
474,154129.077578329
475,249870.623740439
476,183929.697563964
477,190557.744314434
478,195378.232272385
479,182763.177241965
480,167851.881841284
481,152340.077478638
482,128507.993650469
483,203732.527948021
484,226078.665168618
485,231202.392171464
486,189803.914882575
487,199858.223198036
488,221709.583821954
489,138943.99414876
490,233425.926558237
491,212374.403505124
492,222932.087283671
493,252403.631541455
494,126799.271727991
495,142511.267096334
496,194775.446622911
497,195738.090971608
498,157214.720218083
499,185620.402452263
500,150485.324073477
501,148052.369731953
502,157562.688329573
503,192317.854759574
504,184951.340726292
505,177317.51556092
506,236388.015232193
507,78510.4777732867
508,120183.906827083
509,226397.746986188
510,108102.780949527
511,180472.162448506
512,176178.098039609
513,169594.326425354
514,180540.370010682
515,202595.424374128
516,209852.832590644
517,181234.494269308
518,156693.186952395
519,131858.035247484
520,148444.304260053
521,214764.612576334
522,211959.502124683
523,151354.216676001
524,203423.838398005
525,165533.288263884
526,242008.275792939
527,214970.427809252
528,201475.304846516
529,193593.237044159
530,131003.744849404
531,156557.71166141
532,160293.102164932
533,117251.339530503
534,170426.104346584
535,152773.158635253
536,141698.655906625
537,205902.808075001
538,159411.770112405
539,173714.455518308
540,172212.600024186
541,132139.508413116
542,183391.565533585
543,172254.434861009
544,180641.418044078
545,191592.966329554
546,162168.118119321
547,138477.788694193
548,216193.234945178
549,153114.590904735
550,181179.010308599
551,185279.360598676
552,164878.404675014
553,196419.603729164
554,144656.324540973
555,148315.55622201
556,147176.766820883
557,173081.568641873
558,103232.956235277
559,167729.553294527
560,146606.352761349
561,162428.233660009
562,195481.031900232
563,172097.856099321
564,161118.630452481
565,155763.639722977
566,164331.935286015
567,234376.231725541
568,175532.89031449
569,156479.673458189
570,257170.519731747
571,154225.714572506
572,182068.662645955
573,241464.982523073
574,94502.8866854981
575,105703.472455766
576,214160.011593399
577,199961.427623677
578,138281.65635272
579,145471.2268074
580,174527.186654866
581,224306.991280314
582,162649.172423855
583,235386.225737928
584,166006.110568694
585,133213.266345665
586,161385.340753302
587,135370.730492136
588,226170.898274536
589,125544.382463702
590,202098.15850363
591,110703.11170543
592,250271.476307891
593,224562.036220127
594,276659.017513602
595,159831.936986348
596,207377.674309197
597,168617.485421076
598,181838.502508171
599,145302.73240025
600,152432.726303966
601,136961.124082293
602,192895.544467835
603,135222.411765695
604,224727.136344352
605,147088.029651533
606,189733.016888529
607,149867.505290445
608,160665.997105241
609,209769.258693652
610,207879.594754447
611,126616.285931265
612,173270.311827687
613,166832.965470411
614,122576.953971985
615,184226.706300181
616,172078.213595643
617,130947.240945325
618,215012.027452014
619,164674.81630254
620,243071.229276877
621,253265.8544153
622,205245.461023101
623,169962.718677864
624,208902.903301628
625,232220.177748836
626,159317.28510475
627,180282.694271534
628,112511.660242205
629,199657.483582951
630,216680.165220069
631,163176.94743327
632,199541.349999459
633,139013.843586981
634,225636.428052861
635,191556.121889149
636,249036.960301972
637,133199.741690172
638,177329.833923531
639,103981.70365964
640,224376.691806108
641,163484.940615283
642,132331.371662848
643,179786.441495887
644,156492.014532993
645,180244.132730338
646,192666.170867438
647,242524.395803026
648,150016.108171037
649,169071.99448018
650,184574.593332674
651,176239.123430368
652,196083.912401799
653,171723.234435384
654,190877.980713462
655,182991.170907304
656,119596.722370941
657,205017.534172963
658,184560.441210381
659,134695.98913657
660,195966.031561007
661,220717.748687124
662,121810.105169331
663,147599.271015995
664,188457.881321681
665,62335.8665557954
666,137434.078286564
667,162279.532410534
668,177518.321373671
669,158946.93004435
670,192446.299215302
671,189912.279096671
672,205128.680279226
673,152835.398253345
674,150970.333539775
675,205370.439105899
676,190134.0935701
677,172198.52344871
678,154542.086279154
679,107334.437285633
680,103625.228425168
681,107944.259595966
682,154319.580981451
683,183143.991988454
684,237785.104559545
685,127345.614864647
686,240955.833559518
687,215522.750974851
688,187559.022622192
689,200128.853138758
690,161376.56106867
691,208388.595245517
692,213116.025936056
693,267530.773394936
694,170191.486606966
695,158038.689409829
696,197646.049220974
697,162762.122156736
698,135920.123624429
699,135034.054677463
700,174017.286096832
701,191361.757203141
702,149929.180149978
703,126835.730161751
704,210945.427984997
705,225700.553859753
706,151559.79055159
707,239217.062398002
708,182298.582064361
709,182583.947232371
710,248719.189337336
711,123825.837313618
712,138798.997875906
713,140954.015493421
714,156608.486458417
715,145961.481911259
716,124865.145449642
717,173295.393161399
718,150626.801151935
719,242800.492900302
720,212704.842005296
721,246713.457978577
722,217226.93233817
723,203803.51723922
724,99646.9204478501
725,184275.39497222
726,106404.503306379
727,114770.321442611
728,169081.080382704
729,175925.483434883
730,192625.33552346
731,204268.233399004
732,193572.059350942
733,216690.969168879
734,154691.318624224
735,137862.366492542
736,187387.579644951
737,155733.486288574
738,243428.874873318
739,179064.355548797
740,152813.653364979
741,170087.620805839
742,121220.945730637
743,231897.445065248
744,108278.901463107
745,169213.131237202
746,117295.152952193
747,129519.887936568
748,230270.697996617
749,156143.664551864
750,148442.77255982
751,155251.774072484
752,203292.3163458
753,145230.142411588
754,88769.6379921201
755,226013.666998137
756,167520.587088325
757,195293.640251562
758,180489.020422394
759,232837.98092093
760,179104.923676048
761,220478.918093885
762,220411.830516055
763,110769.480432698
764,142554.29491787
765,176057.887547153
766,191939.099717556
767,220833.117526794
768,125359.218669112
769,160958.78039807
770,153913.819054242
771,148611.596429505
772,175675.125383482
773,141602.428234573
774,59276.3429508226
775,137099.2912441
776,108673.537799004
777,121261.376089928
778,133055.161060739
779,184148.163568258
780,151681.922255093
781,157333.469116166
782,197552.782395401
783,198512.562219861
784,229002.472626154
785,179089.996749048
786,154602.935080449
787,116842.908509186
788,256792.835026557
789,194951.903253038
790,168055.290430739
791,75112.4341618402
792,218539.660664621
793,115564.618725088
794,147874.555187012
795,223106.936239713
796,210678.85874943
797,208174.343005682
798,193825.912414458
799,232607.461199466
800,178353.809889766
801,187820.286580131
802,155481.563575839
803,150896.798787333
804,212842.991007377
805,189494.852288142
806,172698.517063402
807,177427.413853005
808,193347.544978678
809,150843.638790214
810,150402.167858542
811,143647.001019086
812,166928.926692441
813,223912.183951113
814,345164.89302152
815,242588.675523728
816,179724.006921158
817,183527.249818798
818,148502.601100228
819,179225.467772578
820,168414.154148116
821,153104.905429357
822,128415.063963065
823,144314.659378288
824,118541.038172252
825,207666.760978431
826,140878.442505028
827,149796.708300645
828,95883.3936367191
829,199095.753829526
830,153259.557109165
831,179031.081047071
832,148543.379298092
833,200274.19050512
834,142296.973422989
835,124571.798134475
836,177126.740695303
837,133973.835629068
838,123387.568564824
839,126592.067672835
840,110611.407497347
841,97830.8570708404
842,211970.661002508
843,73023.551252452
844,159183.298527072
845,184014.46830386
846,72830.0897003161
847,217235.684509811
848,167971.739312289
849,114803.568672792
850,167985.588795673
851,181411.757257404
852,207359.710860321
853,214778.95445598
854,172578.446187077
855,105356.534288593
856,172749.33487081
857,122805.325307816
858,126917.82608714
859,216424.045740601
860,171381.269621
861,196853.9813378
862,230019.785778991
863,183034.623946496
864,115460.820106592
865,201486.306007299
866,139070.864671259
867,236958.300818557
868,142061.060064085
869,192400.852083789
870,228682.182574028
871,174896.378628315
872,164943.053271657
873,197924.875010903
874,154231.677878726
875,213981.019164807
876,207679.96817365
877,187856.99940019
878,167580.963416943
879,188031.603974834
880,147020.316911246
881,168066.7434808
882,229552.456190854
883,215714.949859862
884,126715.166816356
885,145819.013638002
886,159006.030202874
887,217172.101220472
888,221896.505021576
889,194091.431580668
890,216263.033239239
891,160141.020630523
892,90536.2153794832
893,162024.348982904
894,151693.633050689
895,109238.919454746
896,137206.187026824
897,205560.741997753
898,222182.748028147
899,225897.020895704
900,151459.110788237
901,208143.997316632
902,130484.79299407
903,159536.627609543
904,142947.136337625
905,202420.399329911
906,143927.175613716
907,158163.742525979
908,204749.142357797
909,180588.185896122
910,133570.209160333
911,157365.007116921
912,209279.99854497
913,184938.868616648
914,140959.193087236
915,187954.893329432
916,174000.543015637
917,138827.809186169
918,182532.266859729
919,193486.024654929
920,142895.460911567
921,226461.606359212
922,207056.138617345
923,149692.783322084
924,123122.763654154
925,152391.058154282
926,177027.508162499
927,188825.530455855
928,170068.856484237
929,173449.446956658
930,206165.05743935
931,230625.267724396
932,215654.892083974
933,165672.908284162
934,186786.319742186
935,160504.201257213
936,164929.880505501
937,123948.010362966
938,155274.438262022
939,180377.814378855
940,208464.627223204
941,145371.833782808
942,104549.290892281
943,183304.280584048
944,129344.732713495
945,174786.887061298
946,190232.903237695
947,145922.073220355
948,138699.893884602
949,205690.314770816
950,168528.559759512
951,166697.304182891
952,197899.252500797
953,171868.814998111
954,191874.426343792
955,153480.223914635
956,174227.378384311
957,165815.247763561
958,192147.695851742
959,165554.723866161
960,175735.534343633
961,185629.126572794
962,180207.331741209
963,196173.124033242
964,217191.824982165
965,168980.744383391
966,140720.726474399
967,190833.836263725
968,158504.636203789
969,224410.749380908
970,179216.48616227
971,212937.297281385
972,142744.339660032
973,169041.116338591
974,154706.963563476
975,244304.894822801
976,224098.303091895
977,184686.634789709
978,120784.124913328
979,202196.62974174
980,192770.172260689
981,187010.776200074
982,167822.631874424
983,166747.052121937
984,105445.939200603
985,174104.346240598
986,218760.510476183
987,248482.191680228
988,171330.869848564
989,176541.5785382
990,118881.22218896
991,204930.044657758
992,180125.938228557
993,111309.435332024
994,125635.383051357
995,202282.073027286
996,160993.492198827
997,157417.671801601
998,146327.006209271
999,157801.848241027
1000,209924.821862269
1001,181961.753059291
1002,173264.335002232
1003,125196.102795807
1004,107524.914963461
1005,113066.171734106
1006,129410.599801885
1007,170009.299222386
1008,184681.664569789
1009,153997.873324121
1010,162659.885883127
1011,172165.822523497
1012,168130.145096101
1013,156026.400733443
1014,211882.171373837
1015,164103.979866514
1016,159696.818229435
1017,143304.509377561
1018,146670.670875413
1019,154499.055786764
1020,97085.03378365
1021,144168.758553646
1022,117047.177544802
1023,147643.20909412
1024,118531.388035478
1025,156855.626727062
1026,161882.250860101
1027,126443.31050382
1028,164074.40136045
1029,247466.037055542
1030,200362.780041137
1031,182683.527328851
1032,169746.412292929
1033,168797.454834793
1034,175241.432826756
1035,219918.344316095
1036,183758.942016206
1037,107801.810173014
1038,149677.074352486
1039,137577.208842145
1040,150197.889624587
1041,160462.930630214
1042,235003.324718406
1043,144727.235790692
1044,199790.614719718
1045,213736.620490287
1046,257473.562853959
1047,206202.6982106
1048,135164.765685347
1049,138874.83762526
1050,148204.143282699
1051,173602.331425383
1052,185454.171255448
1053,167832.840457365
1054,168884.494592918
1055,234850.293175859
1056,199161.944275324
1057,79046.4418864173
1058,109982.341031116
1059,155531.668725278
1060,116745.03619141
1061,166456.817182042
1062,168482.362306353
1063,161849.492096877
1064,176423.144038038
1065,198839.126850402
1066,215689.820431117
1067,137473.543026035
1068,164282.015526262
1069,132080.935722241
1070,164686.335838407
1071,172578.450689295
1072,227863.268884347
1073,176529.603893079
1074,116370.979456737
1075,120379.767535501
1076,169680.487675625
1077,203709.387345489
1078,164820.138702918
1079,163163.095918113
1080,228759.966867114
1081,179859.829342632
1082,158009.310456039
1083,222865.428333959
1084,120154.296950359
1085,173949.967466518
1086,105697.253723795
1087,150079.193014681
1088,252597.573112201
1089,143366.548360554
1090,185905.653559323
1091,139169.192364146
1092,165558.717976366
1093,158226.290229227
1094,179889.114064491
1095,195129.413402828
1096,173088.841222834
1097,201876.141214302
1098,108961.422295107
1099,167521.654696245
1100,129051.943958998
1101,197258.351725791
1102,183373.323266415
1103,166419.575572639
1104,201097.289615054
1105,129741.555459978
1106,201862.064712869
1107,114137.184027536
1108,194615.503612737
1109,228655.924841131
1110,198298.10786689
1111,199281.219776662
1112,83313.4318744179
1113,207447.622978444
1114,182257.838606715
1115,171710.221823561
1116,155681.016324144
1117,114197.387531707
1118,184121.858911279
1119,179000.440272525
1120,171126.322210074
1121,186239.200278958
1122,210994.377958787
1123,159405.622628835
1124,171587.090389779
1125,146671.379542289
1126,141749.008918632
1127,237299.256941432
1128,200233.673594379
1129,229347.590047239
1130,208936.672267307
1131,157651.8017769
1132,101844.377929913
1133,249640.85284126
1134,275113.207166226
1135,221874.397566841
1136,173938.359120066
1137,174029.056305478
1138,153998.949305456
1139,216257.581351471
1140,118675.486491353
1141,152007.807255407
1142,174136.678744146
1143,184315.392640065
1144,204391.307634921
1145,249627.634506562
1146,164587.18070484
1147,100825.804603383
1148,115639.231984437
1149,153576.1928777
1150,161993.717526967
1151,188501.588800255
1152,172429.653972835
1153,208701.396661574
1154,153719.123000938
1155,256599.806253378
1156,139837.711591137
1157,124881.222155234
1158,186207.905036569
1159,187104.784825997
1160,164496.666633714
1161,188151.629054119
1162,156080.404102
1163,188172.64566022
1164,174007.440842285
1165,166574.99314189
1166,214561.196863178
1167,172439.029519699
1168,105024.258314799
1169,156928.0500362
1170,159865.138706707
1171,180179.158630674
1172,210466.741495494
1173,150239.403377983
1174,148720.142729357
1175,123066.12390449
1176,185182.43570196
1177,152102.329352897
1178,203438.228495284
1179,138941.230107467
1180,130040.812353209
1181,168799.863653526
1182,147170.835528601
1183,147097.909949404
1184,223387.341300326
1185,183014.359461603
1186,133113.405889629
1187,169291.115321255
1188,143188.780188617
1189,129080.815536301
1190,225156.139518486
1191,171004.921646334
1192,111113.164876886
1193,197594.080369081
1194,184810.125646431
1195,145980.706042378
1196,160396.109334036
1197,105054.583215161
1198,192597.03139827
1199,230599.560903707
1200,139386.863152729
1201,177621.912400643
1202,142893.299799008
1203,186885.273790466
1204,211707.486298841
1205,256757.189163112
1206,238241.045283486
1207,130201.190557478
1208,177084.397786822
1209,199629.45980499
1210,225364.386820718
1211,157483.695432362
1212,129723.847428178
1213,194612.194455612
1214,256480.856984678
1215,200681.892490741
1216,148657.430726274
1217,170102.867727021
1218,198760.418263797
1219,109889.307872387
1220,130728.471849058
1221,166647.743621874
1222,178413.304230201
1223,136354.846540125
1224,165747.697147602
1225,84561.7063932705
1226,175050.953979089
1227,165767.956828126
1228,135830.571943861
1229,198559.615256029
1230,140800.550272307
1231,199172.565903204
1232,186612.89710108
1233,191131.167930789
1234,145154.247746465
1235,221970.061947292
1236,157084.821208158
1237,141819.357831374
1238,144122.547941406
1239,113697.963107134
1240,98191.5093411864
1241,196193.402720898
1242,186617.099400742
1243,79425.9799416004
1244,130582.845912884
1245,170827.624107667
1246,132741.625077048
1247,220229.891281888
1248,200275.089439437
1249,143636.261706985
1250,65574.3741984926
1251,199064.096012533
1252,195792.763125145
1253,232151.535776481
1254,74812.6249574423
1255,137771.510826955
1256,187323.51531836
1257,172494.03454841
1258,104041.790872633
1259,161200.229706406
1260,240690.072941091
1261,196734.834673069
1262,128594.994520304
1263,186820.951137827
1264,121143.698084368
1265,111663.515894897
1266,167456.352864691
1267,200187.552080762
1268,130312.110748271
1269,150574.369796609
1270,118556.797604048
1271,133034.730175575
1272,130715.976334077
1273,226228.988167875
1274,173421.769943836
1275,157250.383116464
1276,179788.190619872
1277,209439.917086934
1278,124997.182159355
1279,198877.100832056
1280,169915.733834594
1281,226854.21540904
1282,202734.300169181
1283,146658.004192122
1284,154087.088543734
1285,125093.607063093
1286,185939.052833539
1287,343589.145180124
1288,244851.379217913
1289,217307.783494182
1290,193386.617396337
1291,147479.842296129
1292,161070.414448849
1293,152011.707021575
1294,175184.11077979
1295,176452.032385066
1296,198056.89963105
1297,114819.308450707
1298,166430.301643218
1299,139823.604574939
1300,188691.49900277
1301,210349.666920382
1302,175255.466787504
1303,148650.560686254
1304,168013.136494341
1305,201003.91192295
1306,159249.737045195
1307,152163.303262245
1308,196380.25093974
1309,188157.486126897
1310,195552.552880891
1311,184049.657946322
1312,130427.878503309
1313,108022.923711957
1314,145480.086095037
1315,229171.143392756
1316,173418.576599445
1317,206721.170012126
1318,149878.827919347
1319,134534.195516041
1320,220991.037478638
1321,133378.38857724
1322,174111.454118733
1323,148237.164535035
1324,174113.332519367
1325,165097.982892622
1326,145182.902381423
1327,129594.925811225
1328,197034.556648503
1329,183209.17890725
1330,197410.599784625
1331,168682.785420536
1332,179770.968974245
1333,134119.614865412
1334,159769.500974862
1335,148221.209023467
1336,207644.699355641
1337,196008.906247937
1338,165362.781151123
1339,143499.531538893
1340,137619.092190778
1341,122949.819151631
1342,139196.338092763
1343,154354.343906548
1344,176154.571140568
1345,209281.683629532
1346,177841.192099994
1347,289899.550562418
1348,136675.317153431
1349,186921.797345417
1350,203318.70130285
1351,177653.413562502
1352,178022.593435681
1353,147140.384515527
1354,149473.97580289
1355,121632.32090528
1356,182149.301234984
1357,229024.287310906
1358,178722.126505026
1359,168271.896068834
1360,134995.146265522
1361,178100.102201597
1362,190620.285248635
1363,189988.737884061
1364,166277.346369168
1365,152394.820564069
1366,107336.189871546
1367,135881.159420052
1368,154064.106976626
1369,178739.407872243
1370,169552.11444264
1371,163202.741679214
1372,170187.155546405
1373,200010.250747787
1374,192902.342202893
1375,217704.596809544
1376,202434.08579947
1377,177236.594847906
1378,192142.660697
1379,111633.950916038
1380,247616.935334989
1381,247140.506764833
1382,166604.827813189
1383,171539.170908671
1384,120957.069776466
1385,255522.555895611
1386,212456.038416783
1387,119730.375794669
1388,196797.590892987
1389,182641.352393839
1390,196671.163418346
1391,209882.314094919
1392,154102.484350194
1393,205642.191518128
1394,151232.223889093
1395,180764.736974171
1396,171642.968887331
1397,160406.538844514
1398,146715.450586787
1399,127726.580435119
1400,172709.135603497
1401,251867.367066757
1402,72863.2960790962
1403,148571.991506679
1404,144895.657894622
1405,194054.607956024
1406,205801.347614484
1407,197149.30338651
1408,153049.62423234
1409,153112.53002818
1410,195745.593912633
1411,158383.099829051
1412,141228.596285701
1413,148186.224857995
1414,211898.629701224
1415,188830.519222898
1416,127451.045547619
1417,120051.465759389
1418,198141.276784323
1419,117613.646857932
1420,212711.735026846
1421,192159.823309915
1422,175109.814857382
1423,187850.108298427
1424,135435.719747607
1425,161331.771869013
1426,177480.807482504
1427,230635.228389791
1428,83546.6487844965
1429,230640.28477178
1430,59399.5170275442
1431,181669.921113205
1432,158204.716184087
1433,126043.317829252
1434,195708.641656947
1435,135077.565185558
1436,104066.753295677
1437,244134.497201965
1438,192459.619492058
1439,150017.440073392
1440,156111.075680206
1441,148271.946177313
1442,222038.909810891
1443,203226.047371169
1444,216363.895481042
1445,157401.813568387
1446,183938.500798394
1447,233504.916253257
1448,96071.0050787824
1449,234851.931962467
1450,218250.8175403
1451,133409.99942117
1452,163566.429184663
1453,191778.707855184
1454,147417.963647015
1455,129794.256460979
1456,191556.251289839
1457,164379.073255626
1458,175288.377547488
1459,231247.439161829
1460,173257.044393491
1461,203184.432426692
1462,162594.552131114
1463,172618.238040006
1464,233911.943694817
1465,201577.225838227
1466,178085.692415501
1467,153609.367041221
1468,156887.080060251
1469,224173.292021323
1470,204276.843360359
1471,195541.645955535
1472,172685.585730378
1473,242255.065977556
1474,167866.966814956
1475,175560.609660951
1476,186348.642860622
1477,213389.092130436
1478,161500.342654399
1479,169934.732897417
1480,204402.409668204
1481,174270.857851043
1482,222733.948127291
1483,238564.972963006
1484,181698.913954601
1485,153643.551782315
1486,135815.934362028
1487,177603.818182482
1488,136219.366804456
1489,193933.321661764
1490,151162.37854274
1491,151180.220514856
1492,207072.16045699
1493,161977.154485711
1494,127273.221189852
1495,183427.52775001
