id,current_date,future_date,current_price,future_price
04f7b1fa-2baa-56be-bc7b-0e5412409260,2015-10-02,2015-12-04,0.47,0.28
04fb3099-fe33-584a-9ab9-b499d59c75cf,2012-05-04,2012-07-06,0.48,0.35
05029673-c2b0-53d3-8f4d-ef81dbec6141,2018-10-05,2018-12-07,0.2,0.23
0513808b-d239-505a-b2e6-94ba630479dc,2015-03-27,2015-05-29,9,27.55
0513833e-7956-5ccd-ba14-1bde5b50d86f,2018-07-13,2018-09-14,0.22,0.21
051681cf-880a-5db4-813b-c32df6f9360b,2018-04-27,2018-06-29,0.48,0.88
0520cfc1-4bfc-54e0-af57-b6b5aefd94b0,2019-05-03,2019-07-05,0.24,0.25
052285a9-3a0a-55a0-878c-ecb837be48a1,2015-07-17,2015-09-18,0.15,0.14
0524d1d2-110f-5d07-8270-a5f43bc77cd2,2011-07-15,2011-09-16,0.56,0.58
0524fce5-2bd8-5069-8ff2-db0c48f7b90b,2016-07-22,2016-09-23,0.2,0.19
053084e5-a110-54a7-8306-556600f144e5,2019-01-25,2019-03-29,0.15,0.12
0533dfd0-ae79-5bc8-8825-c686c3bc5037,2015-07-17,2015-09-18,1.25,0.73
053c51da-f7c9-5455-9794-78c319c34f5e,2018-10-05,2018-12-07,0.1,0.14
0541f2fe-fb7b-5c67-8822-7fc065242905,2014-09-26,2014-11-28,0.24,0.13
05446f39-980f-5304-8281-6f477b23f093,2014-02-07,2014-04-11,0.22,0.15
055d38dd-3ef5-5fa1-974c-05f5093cc16d,2018-07-13,2018-09-14,0.15,0.13
055f6e75-268f-59cf-ae62-92d5b61b5983,2018-01-19,2018-03-23,0.24,0.23
0585b33b-7141-5176-87a6-f0340840fbb6,2013-09-27,2013-11-29,2.38,1.15
058ed9ac-91f8-598b-9310-95991906738b,2019-05-03,2019-07-05,0.13,0.17
05915a27-7d83-5d89-b347-efec7ed84d53,2014-05-02,2014-07-04,0.16,0.13
059448cb-e929-5217-9d43-e42753c379be,2015-07-17,2015-09-18,0.23,0.15
0596a05b-233c-5790-94dd-996d84807d02,2015-03-27,2015-05-29,0.16,0.11
05ae0f9d-f920-5346-853e-d21f246cb926,2017-04-28,2017-06-30,0.16,0.12
05aefb07-48f3-5d82-9fe6-a35f63368a92,2011-07-15,2011-09-16,0.33,0.37
05b5a930-45d7-570d-b78d-851e1167dae9,2016-04-08,2016-06-10,0.69,0.58
05b950b8-d612-5ea1-b26b-6468f84778ab,2015-10-02,2015-12-04,0.21,0.14
05bbc14d-0486-503d-a018-ee48265df87d,2017-09-29,2017-12-01,0.82,0.35
05c9c55e-caae-51ff-ac21-85f9efc1733e,2017-09-29,2017-12-01,0.24,0.19
05d9e9c6-2bf2-51c6-8234-d7c6fda8f7f3,2011-09-30,2011-12-02,1.78,0.85
05e38ccd-b8b3-5503-af83-54b28be37fcd,2015-07-17,2015-09-18,0.22,0.14
05ea60d2-f1c0-582a-8f84-77ad4f4ba5e4,2014-05-02,2014-07-04,0.21,0.18
05f6cdb3-dabe-5701-b6d2-1dbbacd6db94,2019-07-12,2019-09-13,2,1.5
05fb6ae7-ae06-507b-ac93-3f6e2a90b07e,2017-01-20,2017-03-24,0.16,0.14
0619e623-8784-54c5-89ba-31b14d7501df,2019-07-12,2019-09-13,0.39,3.9
061a7529-c7d1-57fd-862a-e3135dad94e8,2018-10-05,2018-12-07,2.49,1.01
0624582e-ab6c-508f-ab6f-c1d7f105a362,2018-01-19,2018-03-23,0.16,0.15
062ac534-2bd7-5afb-bbd4-1d634b376111,2016-07-22,2016-09-23,0.31,0.23
065b2bf2-7448-5a56-9ae4-a65d9a40079e,2018-01-19,2018-03-23,0.24,0.2
0662ae1d-efcb-53a0-9701-8f6ef8ea90fd,2014-09-26,2014-11-28,0.24,0.15
0664122a-923a-5c48-ac5e-b6a283cb174d,2017-09-29,2017-12-01,1.89,3.74
0664aa54-b5fb-5d81-9582-c9531c87291e,2013-05-03,2013-07-05,5,3.48
066d9051-0b4e-51a2-94f0-3130c9ccfbaf,2017-07-14,2017-09-15,14.97,19.95
06748cb7-2fb2-5621-aa57-a2eb9ece20ac,2015-03-27,2015-05-29,0.29,0.2
0677c530-871a-58e4-9b47-8343ee91172f,2012-10-05,2012-12-07,0.42,0.31
06832988-8b3e-5ca5-8226-5e4b4487c045,2016-09-30,2016-12-02,0.48,0.37
06847869-d455-5c4a-b513-5e61a0f73520,2016-09-30,2016-12-02,0.16,0.13
068ce53c-57e2-5f91-8a29-a8a008217277,2011-07-15,2011-09-16,2.54,10.86
06916f3b-2a3a-544c-bb2c-b4d27d9859f0,2015-10-02,2015-12-04,5,1.75
0695a9b7-b3e8-57f3-bcbd-69821cc7c16f,2017-09-29,2017-12-01,0.21,0.19
0698be15-a946-568e-9bbb-abd940610a5e,2016-07-22,2016-09-23,0.15,0.14
06a17c8e-4ca0-5455-bde5-7157065fdea1,2018-07-13,2018-09-14,0.49,2.5
06ac50dc-c890-5e3b-b5bb-12f809bd181b,2017-07-14,2017-09-15,0.15,0.1
06b3992e-1918-5a6c-bddb-7beed9b9d0b7,2018-10-05,2018-12-07,0.11,0.11
06bd197d-daee-556a-9e43-e611da817880,2016-07-22,2016-09-23,4.04,1.53
06bdbbdc-7b4a-54b0-b13b-5120ba60ad8b,2016-09-30,2016-12-02,0.15,0.14
06bdd677-783c-55bf-8e86-98caef2f8fa8,2018-01-19,2018-03-23,0.66,0.49
06cf728c-a5ab-50ee-84ba-84f03e493db3,2019-01-25,2019-03-29,0.15,0.1
06fc451a-4b1c-54b9-a1b6-cd0362a649c4,2014-09-26,2014-11-28,0.26,0.15
06ffbe11-e774-52e7-a393-917b1af8ef02,2011-02-04,2011-04-08,5.61,4.27
07004d84-eb35-5200-b401-acf81805aa66,2018-01-19,2018-03-23,0.15,0.15
07060fdc-ecd5-58e2-ab5b-327ce47b6afb,2014-05-02,2014-07-04,5.95,5
0716e472-1ceb-5dce-bded-9365120d494d,2011-07-15,2011-09-16,0.93,0.76
0720ece6-af31-55bc-9ef0-62d885ad4cc0,2016-07-22,2016-09-23,0.19,0.15
072f42fd-d52d-57f0-9e40-efc77cd60994,2015-10-02,2015-12-04,2.67,1.29
072ffb45-6c5f-5217-9f50-09148f48d210,2018-07-13,2018-09-14,0.19,0.25
0732007c-6797-5f48-93b3-1eb4256beddf,2017-09-29,2017-12-01,0.18,0.14
0735bb46-97c9-59f2-9429-dd90bb2e0d53,2018-04-27,2018-06-29,1.1,1.32
0739666d-2817-5a9c-be7d-baff4c226e38,2012-10-05,2012-12-07,16.13,11.78
074305a4-2441-533b-ac95-e36bfda3ce38,2013-09-27,2013-11-29,,0.15
07434ea9-7a34-5c89-ad35-caa61118a1fd,2015-01-23,2015-03-27,0.15,0.13
07552d33-6de8-5e1f-a985-d1c697f87c0d,2017-01-20,2017-03-24,0.16,0.18
077f1dee-513a-55bb-ac49-a19a875ef63c,2015-01-23,2015-03-27,0.77,3.48
078b5e8a-5b0a-5ed9-90e0-e8bfc01258ca,2019-05-03,2019-07-05,0.79,0.39
078fefdd-015f-5d23-a04d-277ccd4cdf91,2014-05-02,2014-07-04,0.53,0.24
0795774a-e413-5f47-83f7-53fc65fbaf98,2019-07-12,2019-09-13,0.16,0.15
07a07cec-3e22-548c-bc4e-c18ecc84aa90,2016-09-30,2016-12-02,0.15,0.14
07af1fa6-50b9-51e2-9c08-b5e1d5405ffd,2018-04-27,2018-06-29,0.15,0.12
07b76118-9c87-5976-b976-1f97e165af75,2011-02-04,2011-04-08,18.9,10.35
07bf3358-c256-57e8-a199-a717727f3a7a,2014-02-07,2014-04-11,0.17,0.14
07c0fd89-1cc6-5b5f-b6ce-d95b9e9ba052,2017-09-29,2017-12-01,0.15,0.14
07e55720-b835-57ff-a5b8-45cdea88046a,2016-01-22,2016-03-25,0.85,0.39
07e75ffd-3233-5767-b290-392dc29b49d6,2018-07-13,2018-09-14,0.19,0.14
07f9d296-b536-5c1e-80a9-69295f9c1fd6,2014-02-07,2014-04-11,4.94,8.67
07faf723-1478-5096-8e2a-d79cc45fb339,2014-09-26,2014-11-28,0.15,0.13
0807f4b2-ee6a-5133-8838-7df380edf5f7,2012-07-13,2012-09-14,1.74,0.92
0817112f-a490-5037-ac68-09e0c91d7224,2014-05-02,2014-07-04,0.26,0.18
081763ae-5557-5adf-bf34-32e91e65f54c,2015-01-23,2015-03-27,0.62,0.24
081a39c9-3799-5f6e-a8f3-0d509b4f08c3,2012-10-05,2012-12-07,29.22,10.65
0825349e-5556-5b48-bf83-7d05cc53a372,2012-10-05,2012-12-07,2.51,1.49
0826baaa-d7e7-5b15-b4d2-46fb2f70cb71,2013-09-27,2013-11-29,,0.41
0849f4d7-f1cc-5b87-a5c9-442bf85cce41,2019-07-12,2019-09-13,0.19,0.15
0852617f-4b23-52d6-9ac1-ef61c9da9e8d,2016-01-22,2016-03-25,0.23,0.16
085d9e89-d899-553e-a4da-bc60a757d92a,2015-03-27,2015-05-29,0.25,0.15
086b3a91-a69e-531e-95b9-c29877af7750,2019-05-03,2019-07-05,0.49,0.39
086f9dac-fe16-5d04-9e80-bd4ff9665973,2013-09-27,2013-11-29,,0.15
087b9e48-3060-5650-b984-c5e73c7dbc5d,2018-07-13,2018-09-14,0.22,0.2
088d292b-19f4-5d4d-a0bc-e30394b63c72,2012-05-04,2012-07-06,0.64,0.39
0893e33b-1ce5-59f6-81ff-0c2bc7ec66c6,2019-07-12,2019-09-13,0.25,0.2
0899c90c-a34f-5de6-bdf3-ed869c103cc3,2016-07-22,2016-09-23,0.22,0.28
08a29a09-ce97-5ac0-b25d-7ceec1e176fb,2015-10-02,2015-12-04,0.17,0.13
08a352de-cf96-5191-8cd1-c09e01ead656,2016-01-22,2016-03-25,0.99,0.57
08af01a2-a2ee-5ff3-a71a-bb878ef7ef43,2017-09-29,2017-12-01,0.16,0.1
08b27673-d7f7-521a-bec1-8cd6f2b4f88d,2018-10-05,2018-12-07,3,27.45
08c369ea-7b52-57e1-b645-537b0465b971,2016-07-22,2016-09-23,0.2,0.19
08d6f254-9aeb-5500-94e7-e8a091e4374e,2019-01-25,2019-03-29,0.19,0.18
08d96e5b-dba1-55ae-83df-4bc80bc53249,2017-07-14,2017-09-15,0.49,0.3
08e2596a-d6fc-50d0-9806-4741905395c9,2018-07-13,2018-09-14,0.9,0.94
09223d99-568c-52f4-b6bc-2461ea2939c7,2018-04-27,2018-06-29,0.24,0.2
0936fcff-63be-55f2-ae89-ef2f1638dae1,2016-07-22,2016-09-23,0.2,0.15
094348e1-2824-54eb-a57d-33f69aca7bf4,2017-04-28,2017-06-30,0.16,0.13
0951f187-32a5-5e7e-adcf-2791d9cea436,2014-09-26,2014-11-28,0.17,0.12
097738a6-db9a-5733-b3c6-e4a8b9b05569,2015-01-23,2015-03-27,0.3,0.21
09804331-38af-58e4-8f16-4a6375ef6c12,2015-01-23,2015-03-27,0.14,0.12
0983555b-11a8-505d-a581-c19af54380bc,2018-07-13,2018-09-14,13.85,10.4
098d087e-d302-5437-9803-638ff10bbdc6,2019-01-25,2019-03-29,0.15,0.12
098eb8f2-c3d7-53f6-9c7e-c4247d8ca86e,2017-04-28,2017-06-30,0.16,0.12
099404d8-e548-5a02-a4db-72997cd82434,2015-01-23,2015-03-27,0.24,0.16
0997fe48-2536-556d-b8ad-c16a64bb5069,2019-01-25,2019-03-29,0.23,0.4
09a1b2ae-cca7-5eeb-8a59-f885682c9c40,2018-10-05,2018-12-07,0.77,0.94
09ae754a-2df7-56a1-9ccc-f249cbd31676,2015-07-17,2015-09-18,,0.57
09b3b3c4-8717-57b0-a1da-b6d9342bb584,2014-02-07,2014-04-11,5.73,1.84
09e4b228-a7d7-59b7-b56e-e8522a1ceb75,2015-03-27,2015-05-29,0.15,0.15
09f84665-5b50-546e-a7c2-8c891ca9e41e,2016-04-08,2016-06-10,0.77,0.36
09fa8432-0588-5942-bff5-23dfbbd66dea,2017-04-28,2017-06-30,0.34,0.24
0a1a353e-d368-59c0-9c26-e16460cf3784,2018-10-05,2018-12-07,0.12,0.14
0a27e827-8e7c-53d8-a375-2f502296e11f,2015-03-27,2015-05-29,0.56,0.23
0a299b25-f477-5381-8c79-be2a82c9c66b,2019-01-25,2019-03-29,1.87,0.87
0a3bcb49-5a44-57e8-a86d-724969acfafd,2017-07-14,2017-09-15,0.27,0.25
0a648be8-5a84-53d2-85d2-d37baa784dff,2016-09-30,2016-12-02,0.25,0.2
0a6704e7-65f4-5cff-a63b-6fe0cdca1975,2017-07-14,2017-09-15,0.66,0.51
0a7d441c-5880-5451-b00b-c3b41baaa345,2015-07-17,2015-09-18,0.33,0.24
0a8c5480-5bc8-514f-882e-8e955c22f920,2019-05-03,2019-07-05,0.13,0.15
0a96f811-44e8-54d5-b30a-725ddbd6169a,2011-07-15,2011-09-16,34.13,28.67
0a99a3c3-8e88-5065-b8b3-7e435ab43df7,2016-07-22,2016-09-23,0.15,0.15
0a9f3433-52c8-5796-b3f1-a1db8def2cfe,2013-09-27,2013-11-29,,0.15
0ac44773-60b0-5290-9557-c5b0e46fea2c,2014-05-02,2014-07-04,0.21,0.16
0adb3149-506e-51b8-888e-f10e706c036a,2019-07-12,2019-09-13,0.35,0.3
0aea0978-f27a-5c3f-a318-ca39077f0cc9,2017-09-29,2017-12-01,0.24,0.16
0af13c99-1f92-5dfd-80ac-70e36beff96c,2015-01-23,2015-03-27,0.14,0.11
0affed95-5906-5f52-a1a9-b1814863b24a,2011-07-15,2011-09-16,0.7,0.65
0b03799c-efce-5814-a9b6-466c6f22e904,2013-09-27,2013-11-29,1.64,0.64
0b07951f-58fb-5651-903b-ac0f774bb377,2018-07-13,2018-09-14,0.25,0.23
0b0b988c-1432-5f70-9b9c-b0c84e37a18a,2016-07-22,2016-09-23,0.15,0.13
0b0e3ff5-d2be-5d6a-81f1-6fee13739034,2015-03-27,2015-05-29,0.7,0.29
0b19acf9-47ff-5613-b04d-eef1389a6c13,2018-01-19,2018-03-23,0.49,0.29
0b222f92-025d-5fea-b79d-0dc601b835ce,2014-02-07,2014-04-11,0.7,0.5
0b2cd2c7-a2bc-517b-a376-1a5b07634c53,2015-07-17,2015-09-18,0.15,0.14
0b35cd35-67aa-5281-bff5-541e5e636527,2018-04-27,2018-06-29,6.47,3.94
0b426496-9639-51bb-a030-545794e67fe4,2018-07-13,2018-09-14,3,1.27
0b46f6a6-aa9f-5fc1-bad0-dda7141546ab,2011-05-13,2011-07-15,0.59,0.38
0b5a6609-b2d5-5dc1-a9e2-8f5a03151c3b,2014-02-07,2014-04-11,0.65,0.26
0b6a803d-2e09-5a8a-b883-ba16b10ea8b7,2014-02-07,2014-04-11,0.17,0.14
0b6ce7be-a332-5cc0-bff6-ad8ff7b290e0,2017-09-29,2017-12-01,0.24,0.2
0b789194-ab0e-5dbf-9f1f-97b3edd42fc8,2017-04-28,2017-06-30,0.24,0.2
0b7a8872-753e-558c-9738-9988e88af3f2,2018-07-13,2018-09-14,1.2,0.69
0b7bd001-f919-561b-90b4-b9e61c147f0f,2013-02-01,2013-04-05,12.48,13.03
0b7ddce4-ee78-511d-9177-f1844a1f2fad,2017-09-29,2017-12-01,0.15,0.13
0b811227-0a8e-50a1-8641-e661231ca374,2017-07-14,2017-09-15,0.25,0.21
0b8bdf8a-bd5c-5f77-9d0c-238d2bf42056,2016-07-22,2016-09-23,0.14,0.14
0b8ccab1-4769-5e64-83f8-9443a5d9a57e,2017-09-29,2017-12-01,0.15,0.13
0b922469-b217-5c96-9352-e089c9aed7d2,2018-10-05,2018-12-07,0.13,0.15
0b93f259-08f0-5efc-a9e5-b10dd81921d2,2014-09-26,2014-11-28,0.59,0.25
0ba9a773-efb2-5582-8497-b2770c597fd6,2016-07-22,2016-09-23,0.16,0.15
0bae5137-6978-5f31-944c-15677655d429,2014-05-02,2014-07-04,0.21,0.17
0bc11bfe-9cf1-54a9-a896-2b48d7254a5e,2018-01-19,2018-03-23,0.23,0.19
0bdf9234-1b5d-548f-a36e-540176ce2c65,2013-02-01,2013-04-05,0.53,0.29
0be352d9-3063-5c51-a0fa-a2394ad7587e,2019-01-25,2019-03-29,0.19,0.17
0bf55f48-fe21-578d-bcfb-b5c0e38778e2,2018-04-27,2018-06-29,5.24,3.17
0bf8b572-d78b-52e2-a287-caa6045ecb7f,2018-04-27,2018-06-29,3.19,2.73
0c019294-e6f2-5d0f-9f8c-15af9a12e516,2018-07-13,2018-09-14,0.28,0.24
0c09a5fd-18ba-554c-8c30-c265bcba9d50,2016-01-22,2016-03-25,0.24,0.17
0c0fea51-c813-5679-b5ae-d21a26970c1a,2017-01-20,2017-03-24,0.25,0.19
0c1f350f-9eb5-5991-a1c8-1c936b65ad9c,2016-01-22,2016-03-25,1.3,0.54
0c24f706-6c16-55bc-b06b-19664edd5274,2019-01-25,2019-03-29,1.47,1.02
0c36cf37-8a4a-5ea9-86b9-d677647d8522,2018-07-13,2018-09-14,0.25,0.23
